Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
EHPL,2026-03-22,465.2,465.2,446.1,449.0,-3.48,148421.0,790.6,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENL,2026-03-22,950.0,995.0,950.0,976.0,2.74,5256.0,1289.8,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMDBL,2026-03-22,858.8,902.7,842.0,893.0,3.98,196627.0,1038.8,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOWAD,2026-03-22,1130.0,1152.0,1090.0,1151.0,1.86,13821.0,1324.4,1012.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBBL,2026-03-22,438.9,445.0,433.1,440.0,0.25,138959.0,498.0,367.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBILD84/85,2026-03-22,1200.0,1200.0,1200.0,1200.0,0.0,25.0,1238.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBILD86/87,2026-03-22,1113.0,1113.0,1081.0,1081.0,-2.88,1660.0,1142.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIME,2026-03-22,253.9,258.2,250.0,256.9,1.18,790003.0,278.9,210.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIMESY2,2026-03-22,9.58,9.89,9.39,9.6,0.21,4270.0,10.18,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBLBS,2026-03-22,808.0,843.8,800.0,835.9,3.45,33922.0,950.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCIL,2026-03-22,451.0,475.0,451.0,470.0,4.21,127382.0,579.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFCL,2026-03-22,695.0,706.0,685.1,702.0,1.01,59281.0,756.8,528.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHL,2026-03-22,289.0,289.0,272.0,276.0,-4.5,673229.0,299.0,197.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIBF1,2026-03-22,11.0,11.35,11.0,11.35,3.18,353350.0,11.68,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILB,2026-03-22,1171.0,1249.0,1169.0,1237.9,5.71,9637.0,1441.6,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLBSL,2026-03-22,1969.0,2004.0,1940.0,1985.0,0.81,3183.0,3232.0,1838.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLH,2026-03-22,314.2,316.2,302.8,312.2,-0.64,631887.0,328.2,227.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFBS,2026-03-22,1487.0,1526.0,1465.0,1519.0,2.15,2783.0,1871.0,1385.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFIL,2026-03-22,505.0,518.0,500.0,512.0,1.39,95923.0,557.0,393.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMLI,2026-03-22,1756.0,1783.0,1748.0,1759.0,0.17,6755.0,2778.0,1694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRDBL,2026-03-22,1142.7,1190.0,1142.7,1180.0,3.26,21737.0,1668.4,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSY,2026-03-22,9.71,9.9,9.71,9.9,1.96,19126.0,10.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUFL,2026-03-22,602.0,610.0,595.0,605.0,0.5,58335.0,644.0,460.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVL,2026-03-22,515.0,520.0,511.0,517.5,0.49,114311.0,662.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWFD83,2026-03-22,1137.0,1137.0,1137.0,1140.0,0.26,1.0,1464.8,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8020,2026-03-22,11.45,11.91,11.45,11.9,3.93,31480.0,12.21,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHY,2026-03-22,961.0,974.1,945.0,971.5,1.09,24777.0,1469.8,875.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBL,2026-03-22,230.3,237.0,229.0,234.2,1.69,568194.0,261.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBLD86,2026-03-22,1169.6,1191.8,1169.6,1191.8,1.9,125.0,1201.0,1095.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDHPC,2026-03-22,255.0,274.0,250.2,265.0,3.92,2729307.0,274.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDL,2026-03-22,1218.9,1220.0,1201.0,1215.5,-0.28,129587.0,1556.1,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEI,2026-03-22,552.0,576.0,552.0,576.0,4.35,29229.0,654.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEIP,2026-03-22,329.4,338.6,316.6,338.6,2.79,12629.0,414.7,293.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFIN,2026-03-22,166.5,179.7,166.5,179.7,7.93,300.0,179.7,101.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHL,2026-03-22,396.1,396.1,379.3,381.0,-3.81,139087.0,545.0,310.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDCL,2026-03-22,301.0,304.5,296.1,298.9,-0.7,583067.0,340.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDCLP,2026-03-22,229.0,229.0,219.0,224.0,-2.18,1290560.0,239.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMSTAR,2026-03-22,970.0,985.0,950.7,962.0,-0.82,15667.0,1264.0,252.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLBSL,2026-03-22,960.0,998.9,955.2,970.1,1.05,14686.0,1100.0,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,2026-03-22,398.0,409.2,397.0,409.0,2.76,302510.0,464.0,354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLICF,2026-03-22,9.28,9.64,9.28,9.45,1.83,3420.0,10.55,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPPL,2026-03-22,520.0,520.0,509.0,513.9,-1.17,476637.0,711.0,411.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRL,2026-03-22,887.9,920.0,887.9,910.0,2.49,261691.0,1139.9,762.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURJA,2026-03-22,305.0,311.0,295.0,299.0,-1.97,887634.0,312.1,204.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICFC,2026-03-22,687.0,690.0,676.2,687.0,0.0,32298.0,730.9,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICFCD83,2026-03-22,1115.0,1115.0,1115.0,1115.0,0.0,570.0,1368.9,1113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICFCD88,2026-03-22,1159.0,1159.0,1142.0,1142.0,-1.47,75.0,1216.0,1044.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGI,2026-03-22,470.0,494.0,470.0,493.0,4.89,94034.0,600.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHL,2026-03-22,531.0,531.0,521.3,524.0,-1.32,20607.0,718.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILBS,2026-03-22,955.0,1050.0,955.0,1038.0,8.69,44498.0,1311.0,795.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILI,2026-03-22,466.0,483.0,465.0,480.0,3.0,112150.0,500.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBBD87,2026-03-22,1151.0,1151.0,1151.0,1151.0,0.0,75.0,1289.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBBL,2026-03-22,378.0,395.0,378.0,389.8,3.12,488161.0,413.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBLB,2026-03-22,1379.0,1425.9,1379.0,1416.0,2.68,22181.0,1644.0,1270.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFL,2026-03-22,464.0,470.0,458.0,470.0,1.29,53839.0,558.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHAPA,2026-03-22,1445.3,1500.0,1388.7,1417.0,-1.96,18953.0,1749.0,293.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSHI,2026-03-22,330.0,330.0,315.0,320.9,-2.76,115825.0,487.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSLBB,2026-03-22,1205.0,1285.0,1200.0,1280.0,6.22,3633.0,1535.8,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL,2026-03-22,236.6,245.8,235.0,243.2,2.79,3546853.0,245.8,175.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBSH,2026-03-22,1733.6,1767.0,1701.0,1711.3,-1.29,1204.0,2625.0,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDBY,2026-03-22,10.3,10.68,10.25,10.68,3.69,80050.0,10.68,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,2026-03-22,914.5,925.0,882.2,915.0,0.05,7595.0,1212.0,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF,2026-03-22,9.9,9.9,9.7,9.89,-0.1,133977.0,10.42,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,2026-03-22,298.0,299.0,289.0,292.3,-1.91,352118.0,475.9,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMCDB,2026-03-22,975.0,1012.0,965.1,1001.9,2.76,21930.0,1223.0,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPCL,2026-03-22,554.0,554.0,544.0,545.0,-1.62,86572.0,711.0,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSBBL,2026-03-22,504.0,511.0,496.0,509.9,1.17,215996.0,588.0,404.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSBBLD87,2026-03-22,1157.0,1157.0,1155.0,1155.0,-0.17,65.0,1178.1,1041.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSBBLP,2026-03-22,269.0,269.0,269.0,269.0,0.0,260000.0,269.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSY,2026-03-22,9.62,10.0,9.62,9.9,2.91,14100.0,10.51,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,2026-03-22,522.9,535.0,518.6,528.0,0.98,351509.0,646.3,376.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBLD89,2026-03-22,1250.0,1309.0,1250.0,1309.0,4.72,380.0,1346.0,1150.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBLD86,2026-03-22,1154.6,1154.6,1154.6,1154.6,0.0,10.0,1205.0,1076.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBLD88,2026-03-22,1100.0,1130.0,1100.0,1130.0,2.73,169.0,1166.0,1013.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEC,2026-03-22,265.4,269.0,255.0,261.0,-1.66,1182568.0,275.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICN,2026-03-22,883.0,904.0,883.0,896.0,1.47,149258.0,1052.0,773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLBS,2026-03-22,1023.0,1081.9,1022.9,1059.0,3.52,7677.0,1300.5,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSL,2026-03-22,235.0,239.5,231.0,237.0,0.85,507275.0,252.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUK,2026-03-22,9.81,10.0,9.81,10.0,1.94,4450.0,11.97,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVF2,2026-03-22,10.0,10.05,9.87,9.9,-1.0,18205.0,11.45,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MABEL,2026-03-22,756.0,763.0,747.0,747.1,-1.18,15905.0,927.0,317.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKAR,2026-03-22,550.0,551.0,543.2,547.0,-0.55,16609.0,802.0,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDU,2026-03-22,832.1,843.0,822.2,835.0,0.35,6077.0,970.0,766.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
