Symbol,Date,50 vs 20 EMA Cross with RSI
PMHPL,2024-06-23,PMHPL - 2024-06-23 00:00:00 - Bull Close: 229.8 - RSI: 46.14
GUFL,2024-06-23,GUFL - 2024-06-23 00:00:00 - Bear Close: 781.0 - RSI: 67.95
MEL,2024-06-20,MEL - 2024-06-20 00:00:00 - Bull Close: 224.0 - RSI: 45.60
HURJA,2024-06-20,HURJA - 2024-06-20 00:00:00 - Bear Close: 296.0 - RSI: 59.03
KBL,2024-06-20,KBL - 2024-06-20 00:00:00 - Bull Close: 137.8 - RSI: 43.50
LSL,2024-06-20,LSL - 2024-06-20 00:00:00 - Bull Close: 154.8 - RSI: 43.01
MFIL,2024-06-19,MFIL - 2024-06-19 00:00:00 - Bear Close: 520.0 - RSI: 57.86
PMHPL,2024-06-19,PMHPL - 2024-06-19 00:00:00 - Bear Close: 241.0 - RSI: 60.35
GLH,2024-06-19,GLH - 2024-06-19 00:00:00 - Bear Close: 219.3 - RSI: 56.66
DHPL,2024-06-18,DHPL - 2024-06-18 00:00:00 - Bear Close: 220.2 - RSI: 70.54
UNHPL,2024-06-16,UNHPL - 2024-06-16 00:00:00 - Bear Close: 243.9 - RSI: 62.82
TRH,2024-06-16,TRH - 2024-06-16 00:00:00 - Bear Close: 768.0 - RSI: 56.28
SSHL,2024-06-16,SSHL - 2024-06-16 00:00:00 - Bear Close: 182.8 - RSI: 71.67
PRIN,2024-06-16,PRIN - 2024-06-16 00:00:00 - Bull Close: 771.8 - RSI: 46.68
HBL,2024-06-13,HBL - 2024-06-13 00:00:00 - Bull Close: 184.0 - RSI: 46.97
PHCL,2024-06-13,PHCL - 2024-06-13 00:00:00 - Bear Close: 331.0 - RSI: 69.03
PRIN,2024-06-13,PRIN - 2024-06-13 00:00:00 - Bear Close: 783.1 - RSI: 51.04
RADHI,2024-06-13,RADHI - 2024-06-13 00:00:00 - Bear Close: 265.0 - RSI: 76.25
SPDL,2024-06-12,SPDL - 2024-06-12 00:00:00 - Bear Close: 249.9 - RSI: 62.28
NGPL,2024-06-12,NGPL - 2024-06-12 00:00:00 - Bear Close: 313.5 - RSI: 58.01
RURU,2024-06-11,RURU - 2024-06-11 00:00:00 - Bear Close: 679.9 - RSI: 71.31
STC,2024-06-11,STC - 2024-06-11 00:00:00 - Bear Close: 4810.0 - RSI: 63.04
MHNL,2024-06-11,MHNL - 2024-06-11 00:00:00 - Bear Close: 257.0 - RSI: 61.13
BARUN,2024-06-11,BARUN - 2024-06-11 00:00:00 - Bear Close: 273.9 - RSI: 75.57
SICL,2024-06-11,SICL - 2024-06-11 00:00:00 - Bear Close: 710.0 - RSI: 58.44
NIMB,2024-06-10,NIMB - 2024-06-10 00:00:00 - Bull Close: 156.5 - RSI: 42.69
TSHL,2024-06-10,TSHL - 2024-06-10 00:00:00 - Bear Close: 535.0 - RSI: 58.71
SICL,2024-06-10,SICL - 2024-06-10 00:00:00 - Bull Close: 693.0 - RSI: 43.23
TPC,2024-06-10,TPC - 2024-06-10 00:00:00 - Bear Close: 547.0 - RSI: 66.01
SPC,2024-06-10,SPC - 2024-06-10 00:00:00 - Bear Close: 637.0 - RSI: 74.43
CBBL,2024-06-09,CBBL - 2024-06-09 00:00:00 - Bear Close: 850.0 - RSI: 55.86
DORDI,2024-06-09,DORDI - 2024-06-09 00:00:00 - Bear Close: 426.9 - RSI: 54.67
CHDC,2024-06-06,CHDC - 2024-06-06 00:00:00 - Bear Close: 980.0 - RSI: 69.49
NGPL,2024-06-06,NGPL - 2024-06-06 00:00:00 - Bull Close: 300.1 - RSI: 43.11
GBIME,2024-06-06,GBIME - 2024-06-06 00:00:00 - Bull Close: 180.5 - RSI: 45.45
MLBL,2024-06-06,MLBL - 2024-06-06 00:00:00 - Bull Close: 322.2 - RSI: 43.84
PRIN,2024-06-05,PRIN - 2024-06-05 00:00:00 - Bull Close: 770.5 - RSI: 45.66
TSHL,2024-06-05,TSHL - 2024-06-05 00:00:00 - Bull Close: 500.0 - RSI: 44.69
DDBL,2024-06-05,DDBL - 2024-06-05 00:00:00 - Bear Close: 739.2 - RSI: 54.20
CBBL,2024-06-04,CBBL - 2024-06-04 00:00:00 - Bull Close: 833.1 - RSI: 45.65
NICA,2024-06-04,NICA - 2024-06-04 00:00:00 - Bear Close: 415.5 - RSI: 57.23
IGI,2024-06-04,IGI - 2024-06-04 00:00:00 - Bull Close: 530.0 - RSI: 45.18
TRADING,2024-06-03,TRADING - 2024-06-03 00:00:00 - Bear Close: 2928.54 - RSI: 73.18
SHL,2024-06-03,SHL - 2024-06-03 00:00:00 - Bull Close: 436.0 - RSI: 45.38
NLIC,2024-06-03,NLIC - 2024-06-03 00:00:00 - Bear Close: 615.1 - RSI: 62.95
BBC,2024-06-03,BBC - 2024-06-03 00:00:00 - Bear Close: 3870.0 - RSI: 58.09
GBIME,2024-06-03,GBIME - 2024-06-03 00:00:00 - Bear Close: 183.6 - RSI: 51.78
JBBL,2024-06-03,JBBL - 2024-06-03 00:00:00 - Bull Close: 288.1 - RSI: 43.12
PPL,2024-06-03,PPL - 2024-06-03 00:00:00 - Bull Close: 453.0 - RSI: 37.96
HYDROPOWER,2024-06-03,HYDROPOWER - 2024-06-03 00:00:00 - Bear Close: 2513.94 - RSI: 60.43
MAKAR,2024-06-03,MAKAR - 2024-06-03 00:00:00 - Bear Close: 405.0 - RSI: 60.61
BHL,2024-06-03,BHL - 2024-06-03 00:00:00 - Bear Close: 344.7 - RSI: 57.86
CGH,2024-06-02,CGH - 2024-06-02 00:00:00 - Bear Close: 845.0 - RSI: 57.19
TAMOR,2024-06-02,TAMOR - 2024-06-02 00:00:00 - Bear Close: 385.0 - RSI: 54.40
MKJC,2024-06-02,MKJC - 2024-06-02 00:00:00 - Bear Close: 496.0 - RSI: 64.71
CKHL,2024-06-02,CKHL - 2024-06-02 00:00:00 - Bear Close: 563.0 - RSI: 58.65
MBL,2024-06-02,MBL - 2024-06-02 00:00:00 - Bull Close: 173.9 - RSI: 48.91
SRLI,2024-05-30,SRLI - 2024-05-30 00:00:00 - Bull Close: 437.0 - RSI: 46.19
DDBL,2024-05-30,DDBL - 2024-05-30 00:00:00 - Bull Close: 717.0 - RSI: 46.35
HLI,2024-05-30,HLI - 2024-05-30 00:00:00 - Bull Close: 390.0 - RSI: 44.50
SMJC,2024-05-30,SMJC - 2024-05-30 00:00:00 - Bear Close: 382.0 - RSI: 60.67
UNL,2024-05-29,UNL - 2024-05-29 00:00:00 - Bear Close: 43286.1 - RSI: 72.04
USHL,2024-05-29,USHL - 2024-05-29 00:00:00 - Bear Close: 486.0 - RSI: 57.74
MBL,2024-05-29,MBL - 2024-05-29 00:00:00 - Bear Close: 180.0 - RSI: 56.52
HBL,2024-05-29,HBL - 2024-05-29 00:00:00 - Bear Close: 194.7 - RSI: 62.33
UMRH,2024-05-29,UMRH - 2024-05-29 00:00:00 - Bear Close: 360.0 - RSI: 56.18
MKCL,2024-05-29,MKCL - 2024-05-29 00:00:00 - Bear Close: 1011.0 - RSI: 74.36
NRM,2024-05-29,NRM - 2024-05-29 00:00:00 - Bear Close: 378.0 - RSI: 56.14
LICN,2024-05-29,LICN - 2024-05-29 00:00:00 - Bear Close: 1384.9 - RSI: 66.37
DHPL,2024-05-27,DHPL - 2024-05-27 00:00:00 - Bull Close: 195.0 - RSI: 45.05
CBBL,2024-05-27,CBBL - 2024-05-27 00:00:00 - Bear Close: 858.4 - RSI: 60.33
LBBL,2024-05-27,LBBL - 2024-05-27 00:00:00 - Bear Close: 387.9 - RSI: 57.00
DDBL,2024-05-27,DDBL - 2024-05-27 00:00:00 - Bear Close: 743.0 - RSI: 55.16
SICL,2024-05-27,SICL - 2024-05-27 00:00:00 - Bear Close: 718.0 - RSI: 66.67
SRLI,2024-05-27,SRLI - 2024-05-27 00:00:00 - Bear Close: 455.0 - RSI: 57.28
HOTELS,2024-05-27,HOTELS - 2024-05-27 00:00:00 - Bear Close: 5418.67 - RSI: 65.89
HATHY,2024-05-27,HATHY - 2024-05-27 00:00:00 - Bear Close: 908.0 - RSI: 63.19
NIMB,2024-05-27,NIMB - 2024-05-27 00:00:00 - Bear Close: 169.9 - RSI: 71.25
MEN,2024-05-27,MEN - 2024-05-27 00:00:00 - Bear Close: 586.0 - RSI: 68.57
NRN,2024-05-27,NRN - 2024-05-27 00:00:00 - Bear Close: 572.8 - RSI: 68.22
CITY,2024-05-26,CITY - 2024-05-26 00:00:00 - Bear Close: 670.0 - RSI: 71.18
LSL,2024-05-26,LSL - 2024-05-26 00:00:00 - Bear Close: 170.0 - RSI: 72.58
SAHAS,2024-05-26,SAHAS - 2024-05-26 00:00:00 - Bear Close: 535.0 - RSI: 60.20
HLI,2024-05-26,HLI - 2024-05-26 00:00:00 - Bear Close: 400.7 - RSI: 53.48
NMB,2024-05-26,NMB - 2024-05-26 00:00:00 - Bear Close: 211.0 - RSI: 84.66
KBL,2024-05-26,KBL - 2024-05-26 00:00:00 - Bear Close: 150.2 - RSI: 68.00
PRVU,2024-05-26,PRVU - 2024-05-26 00:00:00 - Bear Close: 153.9 - RSI: 67.45
OHL,2024-05-26,OHL - 2024-05-26 00:00:00 - Bear Close: 782.0 - RSI: 59.07
SHL,2024-05-26,SHL - 2024-05-26 00:00:00 - Bear Close: 456.1 - RSI: 61.07
NABIL,2024-05-26,NABIL - 2024-05-26 00:00:00 - Bear Close: 517.0 - RSI: 86.99
BANKING,2024-05-22,BANKING - 2024-05-22 00:00:00 - Bear Close: 1192.73 - RSI: 83.68
SPL,2024-05-22,SPL - 2024-05-22 00:00:00 - Bear Close: 698.0 - RSI: 69.06
CZBIL,2024-05-22,CZBIL - 2024-05-22 00:00:00 - Bear Close: 179.0 - RSI: 77.88
SBI,2024-05-22,SBI - 2024-05-22 00:00:00 - Bear Close: 309.5 - RSI: 72.28
SENSITIVE,2024-05-22,SENSITIVE - 2024-05-22 00:00:00 - Bear Close: 382.67 - RSI: 77.05
KPCL,2024-05-21,KPCL - 2024-05-21 00:00:00 - Bear Close: 447.0 - RSI: 70.08
FLOAT,2024-05-21,FLOAT - 2024-05-21 00:00:00 - Bear Close: 144.03 - RSI: 74.44
JBBL,2024-05-21,JBBL - 2024-05-21 00:00:00 - Bear Close: 297.2 - RSI: 54.41
NEPSE,2024-05-21,NEPSE - 2024-05-21 00:00:00 - Bear Close: 2115.94 - RSI: 73.94
MHL,2024-05-21,MHL - 2024-05-21 00:00:00 - Bear Close: 453.0 - RSI: 67.91
TSHL,2024-05-21,TSHL - 2024-05-21 00:00:00 - Bear Close: 535.0 - RSI: 58.37
SPHL,2024-05-21,SPHL - 2024-05-21 00:00:00 - Bear Close: 502.8 - RSI: 67.43
SMHL,2024-05-21,SMHL - 2024-05-21 00:00:00 - Bear Close: 515.0 - RSI: 76.22
IGI,2024-05-20,IGI - 2024-05-20 00:00:00 - Bear Close: 553.5 - RSI: 60.35
SBL,2024-05-20,SBL - 2024-05-20 00:00:00 - Bear Close: 240.5 - RSI: 71.75
PCBL,2024-05-20,PCBL - 2024-05-20 00:00:00 - Bear Close: 205.9 - RSI: 70.50
EBL,2024-05-20,EBL - 2024-05-20 00:00:00 - Bear Close: 532.0 - RSI: 73.62
SANIMA,2024-05-20,SANIMA - 2024-05-20 00:00:00 - Bear Close: 256.5 - RSI: 75.97
PRIN,2024-05-19,PRIN - 2024-05-19 00:00:00 - Bear Close: 800.0 - RSI: 56.84
RFPL,2024-05-19,RFPL - 2024-05-19 00:00:00 - Bear Close: 392.0 - RSI: 61.70
SALICO,2024-05-19,SALICO - 2024-05-19 00:00:00 - Bear Close: 712.0 - RSI: 66.97
TSHL,2024-05-19,TSHL - 2024-05-19 00:00:00 - Bull Close: 509.0 - RSI: 48.93
GUFL,2024-05-19,GUFL - 2024-05-19 00:00:00 - Bull Close: 683.0 - RSI: 37.36
KDL,2024-05-19,KDL - 2024-05-19 00:00:00 - Bear Close: 823.0 - RSI: 59.09
NONLIFEINSU,2024-05-19,NONLIFEINSU - 2024-05-19 00:00:00 - Bear Close: 11023.08 - RSI: 68.91
NWCL,2024-05-16,NWCL - 2024-05-16 00:00:00 - Bear Close: 735.4 - RSI: 51.91
PRIN,2024-05-16,PRIN - 2024-05-16 00:00:00 - Bull Close: 767.2 - RSI: 45.24
SMH,2024-05-15,SMH - 2024-05-15 00:00:00 - Bear Close: 685.9 - RSI: 59.80
BNHC,2024-05-15,BNHC - 2024-05-15 00:00:00 - Bear Close: 520.0 - RSI: 67.38
PRIN,2024-05-15,PRIN - 2024-05-15 00:00:00 - Bear Close: 785.0 - RSI: 52.32
UAIL,2024-05-15,UAIL - 2024-05-15 00:00:00 - Bear Close: 580.0 - RSI: 66.23
JBLB,2024-05-15,JBLB - 2024-05-15 00:00:00 - Bear Close: 1380.0 - RSI: 63.78
NWCL,2024-05-15,NWCL - 2024-05-15 00:00:00 - Bull Close: 720.1 - RSI: 46.83
JOSHI,2024-05-15,JOSHI - 2024-05-15 00:00:00 - Bull Close: 310.1 - RSI: 38.15
GVL,2024-05-14,GVL - 2024-05-14 00:00:00 - Bear Close: 452.0 - RSI: 65.26
ENL,2024-05-14,ENL - 2024-05-14 00:00:00 - Bear Close: 800.1 - RSI: 53.66
CLI,2024-05-14,CLI - 2024-05-14 00:00:00 - Bear Close: 462.4 - RSI: 57.92
SCB,2024-05-14,SCB - 2024-05-14 00:00:00 - Bear Close: 544.0 - RSI: 71.62
NHDL,2024-05-14,NHDL - 2024-05-14 00:00:00 - Bear Close: 447.0 - RSI: 63.53
SGIC,2024-05-13,SGIC - 2024-05-13 00:00:00 - Bear Close: 534.5 - RSI: 55.28
RFPL,2024-05-13,RFPL - 2024-05-13 00:00:00 - Bull Close: 329.4 - RSI: 34.57
MLBL,2024-05-13,MLBL - 2024-05-13 00:00:00 - Bear Close: 333.0 - RSI: 56.53
NWCL,2024-05-13,NWCL - 2024-05-13 00:00:00 - Bear Close: 740.0 - RSI: 53.50
HEI,2024-05-13,HEI - 2024-05-13 00:00:00 - Bear Close: 595.9 - RSI: 55.61
SMH,2024-05-12,SMH - 2024-05-12 00:00:00 - Bull Close: 653.8 - RSI: 46.36
SNLI,2024-05-09,SNLI - 2024-05-09 00:00:00 - Bull Close: 455.0 - RSI: 12.86
ADBL,2024-05-09,ADBL - 2024-05-09 00:00:00 - Bear Close: 239.0 - RSI: 58.51
ENL,2024-05-08,ENL - 2024-05-08 00:00:00 - Bull Close: 781.0 - RSI: 46.97
NWCL,2024-05-07,NWCL - 2024-05-07 00:00:00 - Bull Close: 705.0 - RSI: 41.21
BNHC,2024-05-07,BNHC - 2024-05-07 00:00:00 - Bull Close: 434.8 - RSI: 39.06
ENL,2024-05-07,ENL - 2024-05-07 00:00:00 - Bear Close: 795.1 - RSI: 51.47
SHINE,2024-05-06,SHINE - 2024-05-06 00:00:00 - Bear Close: 385.9 - RSI: 57.58
UNL,2024-05-06,UNL - 2024-05-06 00:00:00 - Bull Close: 38710.0 - RSI: 41.19
MHL,2024-05-06,MHL - 2024-05-06 00:00:00 - Bull Close: 400.0 - RSI: 45.88
BHL,2024-05-06,BHL - 2024-05-06 00:00:00 - Bull Close: 320.0 - RSI: 37.92
