Symbol,Date,50 vs 20 EMA Cross with RSI
NHDL,2024-10-16,NHDL - 2024-10-16 00:00:00 - Bullish Close: 600.0 - RSI: 59.81
PHCL,2024-10-16,PHCL - 2024-10-16 00:00:00 - Bullish Close: 414.9 - RSI: 75.03
NBBD2085,2024-10-16,NBBD2085 - 2024-10-16 00:00:00 - Bearish Close: 1100.0 - RSI: 58.91
SHL,2024-10-16,SHL - 2024-10-16 00:00:00 - Bullish Close: 541.0 - RSI: 63.57
CBBL,2024-10-16,CBBL - 2024-10-16 00:00:00 - Bullish Close: 1005.0 - RSI: 59.96
MKCL,2024-10-15,MKCL - 2024-10-15 00:00:00 - Bullish Close: 1536.0 - RSI: 59.77
BEDC,2024-10-15,BEDC - 2024-10-15 00:00:00 - Bullish Close: 472.8 - RSI: 45.78
CYCL,2024-10-15,CYCL - 2024-10-15 00:00:00 - Bullish Close: 1540.9 - RSI: 64.35
CFCL,2024-10-15,CFCL - 2024-10-15 00:00:00 - Bullish Close: 652.0 - RSI: 64.20
FOWAD,2024-10-15,FOWAD - 2024-10-15 00:00:00 - Bullish Close: 1485.2 - RSI: 55.16
JBBL,2024-10-15,JBBL - 2024-10-15 00:00:00 - Bullish Close: 361.0 - RSI: 57.58
NWCL,2024-10-15,NWCL - 2024-10-15 00:00:00 - Bullish Close: 1038.0 - RSI: 59.50
RHGCL,2024-10-09,RHGCL - 2024-10-09 00:00:00 - Bullish Close: 423.7 - RSI: 51.77
MLBL,2024-10-09,MLBL - 2024-10-09 00:00:00 - Bullish Close: 407.6 - RSI: 56.47
SPDL,2024-10-09,SPDL - 2024-10-09 00:00:00 - Bullish Close: 305.0 - RSI: 54.11
NRIC,2024-10-09,NRIC - 2024-10-09 00:00:00 - Bullish Close: 813.0 - RSI: 55.08
DHPL,2024-10-09,DHPL - 2024-10-09 00:00:00 - Bullish Close: 252.0 - RSI: 55.76
NABIL,2024-10-08,NABIL - 2024-10-08 00:00:00 - Bullish Close: 591.0 - RSI: 58.85
KSBBL,2024-10-08,KSBBL - 2024-10-08 00:00:00 - Bearish Close: 462.9 - RSI: 44.49
BNT,2024-10-08,BNT - 2024-10-08 00:00:00 - Bearish Close: 14504.0 - RSI: 45.46
SGIC,2024-10-08,SGIC - 2024-10-08 00:00:00 - Bearish Close: 646.1 - RSI: 42.89
NESDO,2024-10-08,NESDO - 2024-10-08 00:00:00 - Bullish Close: 2298.0 - RSI: 48.78
SHINE,2024-10-07,SHINE - 2024-10-07 00:00:00 - Bullish Close: 496.9 - RSI: 58.60
BNT,2024-10-07,BNT - 2024-10-07 00:00:00 - Bullish Close: 15410.0 - RSI: 56.80
GMFIL,2024-10-07,GMFIL - 2024-10-07 00:00:00 - Bullish Close: 606.0 - RSI: 47.54
SNLI,2024-10-07,SNLI - 2024-10-07 00:00:00 - Bullish Close: 616.0 - RSI: 58.80
CKHL,2024-10-07,CKHL - 2024-10-07 00:00:00 - Bullish Close: 655.0 - RSI: 42.55
SIFC,2024-10-06,SIFC - 2024-10-06 00:00:00 - Bullish Close: 629.0 - RSI: 50.80
MHL,2024-10-06,MHL - 2024-10-06 00:00:00 - Bearish Close: 715.0 - RSI: 47.30
MFIL,2024-10-06,MFIL - 2024-10-06 00:00:00 - Bullish Close: 740.0 - RSI: 53.45
BFC,2024-10-06,BFC - 2024-10-06 00:00:00 - Bullish Close: 623.1 - RSI: 53.15
EBL,2024-10-02,EBL - 2024-10-02 00:00:00 - Bearish Close: 603.0 - RSI: 30.91
SMFBS,2024-10-02,SMFBS - 2024-10-02 00:00:00 - Bearish Close: 1416.2 - RSI: 35.41
BARUN,2024-10-02,BARUN - 2024-10-02 00:00:00 - Bullish Close: 350.0 - RSI: 53.76
SRLI,2024-10-02,SRLI - 2024-10-02 00:00:00 - Bearish Close: 451.0 - RSI: 25.11
IHL,2024-10-02,IHL - 2024-10-02 00:00:00 - Bearish Close: 480.1 - RSI: 32.45
DOLTI,2024-10-01,DOLTI - 2024-10-01 00:00:00 - Bearish Close: 496.0 - RSI: 35.06
DHPL,2024-09-30,DHPL - 2024-09-30 00:00:00 - Bearish Close: 218.5 - RSI: 29.83
RHGCL,2024-09-30,RHGCL - 2024-09-30 00:00:00 - Bearish Close: 375.0 - RSI: 37.98
NFS,2024-09-30,NFS - 2024-09-30 00:00:00 - Bearish Close: 1219.8 - RSI: 23.51
SIFC,2024-09-30,SIFC - 2024-09-30 00:00:00 - Bearish Close: 542.0 - RSI: 31.94
NESDO,2024-09-30,NESDO - 2024-09-30 00:00:00 - Bearish Close: 2127.0 - RSI: 20.48
MLBSL,2024-09-30,MLBSL - 2024-09-30 00:00:00 - Bearish Close: 1988.0 - RSI: 15.40
CKHL,2024-09-30,CKHL - 2024-09-30 00:00:00 - Bearish Close: 622.7 - RSI: 47.32
MFIL,2024-09-30,MFIL - 2024-09-30 00:00:00 - Bearish Close: 629.4 - RSI: 27.36
BARUN,2024-09-30,BARUN - 2024-09-30 00:00:00 - Bearish Close: 325.0 - RSI: 33.38
MAKAR,2024-09-30,MAKAR - 2024-09-30 00:00:00 - Bearish Close: 449.0 - RSI: 28.86
BEDC,2024-09-30,BEDC - 2024-09-30 00:00:00 - Bearish Close: 431.0 - RSI: 42.79
UPPER,2024-09-29,UPPER - 2024-09-29 00:00:00 - Bearish Close: 198.0 - RSI: 26.03
RBCLPO,2024-09-29,RBCLPO - 2024-09-29 00:00:00 - Bearish Close: 12293.0 - RSI: 27.98
TAMOR,2024-09-29,TAMOR - 2024-09-29 00:00:00 - Bearish Close: 452.0 - RSI: 36.31
BFC,2024-09-29,BFC - 2024-09-29 00:00:00 - Bearish Close: 492.2 - RSI: 23.14
PPL,2024-09-29,PPL - 2024-09-29 00:00:00 - Bearish Close: 437.0 - RSI: 18.63
SICL,2024-09-29,SICL - 2024-09-29 00:00:00 - Bearish Close: 787.1 - RSI: 11.38
DDBL,2024-09-29,DDBL - 2024-09-29 00:00:00 - Bearish Close: 850.5 - RSI: 16.31
PPCL,2024-09-29,PPCL - 2024-09-29 00:00:00 - Bearish Close: 244.0 - RSI: 19.35
SJCL,2024-09-29,SJCL - 2024-09-29 00:00:00 - Bearish Close: 303.0 - RSI: 27.23
JBBL,2024-09-29,JBBL - 2024-09-29 00:00:00 - Bearish Close: 322.1 - RSI: 22.00
GMFIL,2024-09-29,GMFIL - 2024-09-29 00:00:00 - Bearish Close: 496.0 - RSI: 18.05
GLH,2024-09-29,GLH - 2024-09-29 00:00:00 - Bearish Close: 226.0 - RSI: 32.84
MLBL,2024-09-29,MLBL - 2024-09-29 00:00:00 - Bearish Close: 376.8 - RSI: 27.12
MKCL,2024-09-29,MKCL - 2024-09-29 00:00:00 - Bearish Close: 1250.0 - RSI: 31.43
NRIC,2024-09-29,NRIC - 2024-09-29 00:00:00 - Bearish Close: 740.0 - RSI: 28.51
ENL,2024-09-29,ENL - 2024-09-29 00:00:00 - Bearish Close: 1058.4 - RSI: 45.71
NABIL,2024-09-29,NABIL - 2024-09-29 00:00:00 - Bearish Close: 541.5 - RSI: 23.83
SPDL,2024-09-26,SPDL - 2024-09-26 00:00:00 - Bearish Close: 270.0 - RSI: 30.21
CBBL,2024-09-26,CBBL - 2024-09-26 00:00:00 - Bearish Close: 909.2 - RSI: 27.19
IGI,2024-09-26,IGI - 2024-09-26 00:00:00 - Bearish Close: 593.8 - RSI: 34.30
JBLB,2024-09-26,JBLB - 2024-09-26 00:00:00 - Bearish Close: 1455.0 - RSI: 19.48
PMLI,2024-09-26,PMLI - 2024-09-26 00:00:00 - Bearish Close: 565.0 - RSI: 21.15
ALBSL,2024-09-26,ALBSL - 2024-09-26 00:00:00 - Bearish Close: 1000.0 - RSI: 37.43
NIL,2024-09-26,NIL - 2024-09-26 00:00:00 - Bearish Close: 894.9 - RSI: 18.90
SNLI,2024-09-26,SNLI - 2024-09-26 00:00:00 - Bearish Close: 545.1 - RSI: 23.46
NICL,2024-09-26,NICL - 2024-09-26 00:00:00 - Bearish Close: 977.7 - RSI: 29.91
BGWT,2024-09-26,BGWT - 2024-09-26 00:00:00 - Bearish Close: 914.0 - RSI: 35.50
SGHC,2024-09-26,SGHC - 2024-09-26 00:00:00 - Bearish Close: 374.7 - RSI: 40.53
NBBD2085,2024-09-26,NBBD2085 - 2024-09-26 00:00:00 - Bullish Close: 1119.4 - RSI: 37.47
CFCL,2024-09-26,CFCL - 2024-09-26 00:00:00 - Bearish Close: 506.2 - RSI: 21.40
SALICO,2024-09-25,SALICO - 2024-09-25 00:00:00 - Bearish Close: 741.0 - RSI: 19.39
RNLI,2024-09-25,RNLI - 2024-09-25 00:00:00 - Bearish Close: 475.0 - RSI: 22.04
HEI,2024-09-25,HEI - 2024-09-25 00:00:00 - Bearish Close: 647.9 - RSI: 23.78
HPPL,2024-09-25,HPPL - 2024-09-25 00:00:00 - Bearish Close: 307.8 - RSI: 24.72
NWCL,2024-09-25,NWCL - 2024-09-25 00:00:00 - Bearish Close: 919.0 - RSI: 43.77
FOWAD,2024-09-25,FOWAD - 2024-09-25 00:00:00 - Bearish Close: 1368.0 - RSI: 23.76
SHL,2024-09-25,SHL - 2024-09-25 00:00:00 - Bearish Close: 489.0 - RSI: 30.42
KKHC,2024-09-25,KKHC - 2024-09-25 00:00:00 - Bearish Close: 250.0 - RSI: 32.93
SKBBL,2024-09-25,SKBBL - 2024-09-25 00:00:00 - Bearish Close: 888.9 - RSI: 16.33
MHNL,2024-09-25,MHNL - 2024-09-25 00:00:00 - Bearish Close: 264.0 - RSI: 30.03
UHEWA,2024-09-25,UHEWA - 2024-09-25 00:00:00 - Bearish Close: 501.0 - RSI: 34.72
UAIL,2024-09-25,UAIL - 2024-09-25 00:00:00 - Bearish Close: 635.0 - RSI: 26.99
BBC,2024-09-25,BBC - 2024-09-25 00:00:00 - Bearish Close: 4180.0 - RSI: 31.55
MBJC,2024-09-25,MBJC - 2024-09-25 00:00:00 - Bearish Close: 341.0 - RSI: 44.14
SJLIC,2024-09-25,SJLIC - 2024-09-25 00:00:00 - Bearish Close: 463.0 - RSI: 27.75
SAHAS,2024-09-24,SAHAS - 2024-09-24 00:00:00 - Bearish Close: 515.0 - RSI: 31.26
CHL,2024-09-24,CHL - 2024-09-24 00:00:00 - Bearish Close: 323.0 - RSI: 22.27
BNT,2024-09-24,BNT - 2024-09-24 00:00:00 - Bearish Close: 13725.0 - RSI: 28.48
CITY,2024-09-24,CITY - 2024-09-24 00:00:00 - Bearish Close: 746.0 - RSI: 18.31
SHINE,2024-09-24,SHINE - 2024-09-24 00:00:00 - Bearish Close: 434.0 - RSI: 25.71
NHDL,2024-09-24,NHDL - 2024-09-24 00:00:00 - Bearish Close: 521.4 - RSI: 27.48
MNBBL,2024-09-24,MNBBL - 2024-09-24 00:00:00 - Bearish Close: 374.0 - RSI: 18.34
MEN,2024-09-24,MEN - 2024-09-24 00:00:00 - Bearish Close: 609.0 - RSI: 24.14
NMLBBL,2024-09-24,NMLBBL - 2024-09-24 00:00:00 - Bearish Close: 737.0 - RSI: 21.70
SHIVM,2024-09-24,SHIVM - 2024-09-24 00:00:00 - Bearish Close: 530.3 - RSI: 11.35
NICLBSL,2024-09-24,NICLBSL - 2024-09-24 00:00:00 - Bearish Close: 674.0 - RSI: 12.79
ULHC,2024-09-24,ULHC - 2024-09-24 00:00:00 - Bearish Close: 383.0 - RSI: 40.78
UMRH,2024-09-24,UMRH - 2024-09-24 00:00:00 - Bearish Close: 423.9 - RSI: 30.09
PMHPL,2024-09-24,PMHPL - 2024-09-24 00:00:00 - Bearish Close: 249.8 - RSI: 28.03
UNHPL,2024-09-24,UNHPL - 2024-09-24 00:00:00 - Bearish Close: 252.1 - RSI: 30.72
NRM,2024-09-24,NRM - 2024-09-24 00:00:00 - Bearish Close: 411.9 - RSI: 33.47
NUBL,2024-09-24,NUBL - 2024-09-24 00:00:00 - Bearish Close: 697.0 - RSI: 10.42
BHDC,2024-09-24,BHDC - 2024-09-24 00:00:00 - Bearish Close: 540.1 - RSI: 41.89
GLBSL,2024-09-23,GLBSL - 2024-09-23 00:00:00 - Bearish Close: 1750.0 - RSI: 40.10
NICA,2024-09-23,NICA - 2024-09-23 00:00:00 - Bearish Close: 444.5 - RSI: 36.18
MKHC,2024-09-23,MKHC - 2024-09-23 00:00:00 - Bearish Close: 353.0 - RSI: 53.83
MERO,2024-09-23,MERO - 2024-09-23 00:00:00 - Bearish Close: 731.1 - RSI: 30.32
AKJCL,2024-09-23,AKJCL - 2024-09-23 00:00:00 - Bearish Close: 202.0 - RSI: 49.31
KPCL,2024-09-23,KPCL - 2024-09-23 00:00:00 - Bearish Close: 467.0 - RSI: 41.77
RSDC,2024-09-22,RSDC - 2024-09-22 00:00:00 - Bearish Close: 702.0 - RSI: 34.27
JOSHI,2024-09-22,JOSHI - 2024-09-22 00:00:00 - Bearish Close: 313.5 - RSI: 50.79
MKHL,2024-09-22,MKHL - 2024-09-22 00:00:00 - Bearish Close: 500.0 - RSI: 23.22
GUFL,2024-09-22,GUFL - 2024-09-22 00:00:00 - Bearish Close: 717.0 - RSI: 45.10
NMFBS,2024-09-22,NMFBS - 2024-09-22 00:00:00 - Bearish Close: 1392.0 - RSI: 26.03
SIKLES,2024-09-18,SIKLES - 2024-09-18 00:00:00 - Bearish Close: 678.0 - RSI: 45.51
NLICL,2024-09-18,NLICL - 2024-09-18 00:00:00 - Bearish Close: 593.9 - RSI: 37.99
FMDBL,2024-09-18,FMDBL - 2024-09-18 00:00:00 - Bearish Close: 719.0 - RSI: 39.27
PHCL,2024-09-18,PHCL - 2024-09-18 00:00:00 - Bearish Close: 339.1 - RSI: 32.07
NMBMF,2024-09-18,NMBMF - 2024-09-18 00:00:00 - Bearish Close: 722.0 - RSI: 21.23
DORDI,2024-09-18,DORDI - 2024-09-18 00:00:00 - Bearish Close: 458.5 - RSI: 50.26
AVYAN,2024-09-16,AVYAN - 2024-09-16 00:00:00 - Bearish Close: 949.0 - RSI: 32.08
CGH,2024-09-16,CGH - 2024-09-16 00:00:00 - Bearish Close: 925.0 - RSI: 40.37
USHEC,2024-09-16,USHEC - 2024-09-16 00:00:00 - Bearish Close: 480.0 - RSI: 32.25
PFL,2024-09-16,PFL - 2024-09-16 00:00:00 - Bearish Close: 580.5 - RSI: 35.31
SONA,2024-09-16,SONA - 2024-09-16 00:00:00 - Bearish Close: 460.5 - RSI: 34.47
GMFBS,2024-09-16,GMFBS - 2024-09-16 00:00:00 - Bearish Close: 1600.0 - RSI: 41.20
BNL,2024-09-15,BNL - 2024-09-15 00:00:00 - Bearish Close: 16600.0 - RSI: 46.40
GMFBS,2024-09-15,GMFBS - 2024-09-15 00:00:00 - Bullish Close: 1688.0 - RSI: 46.92
SMHL,2024-09-15,SMHL - 2024-09-15 00:00:00 - Bearish Close: 603.0 - RSI: 47.28
KMCDB,2024-09-15,KMCDB - 2024-09-15 00:00:00 - Bearish Close: 1075.0 - RSI: 37.24
JFL,2024-09-15,JFL - 2024-09-15 00:00:00 - Bearish Close: 622.0 - RSI: 34.32
MMKJL,2024-09-15,MMKJL - 2024-09-15 00:00:00 - Bearish Close: 522.0 - RSI: 49.86
NBBD2085,2024-09-15,NBBD2085 - 2024-09-15 00:00:00 - Bearish Close: 1076.0 - RSI: 20.02
GCIL,2024-09-12,GCIL - 2024-09-12 00:00:00 - Bearish Close: 510.0 - RSI: 30.99
SARBTM,2024-09-12,SARBTM - 2024-09-12 00:00:00 - Bearish Close: 829.0 - RSI: 35.66
SPC,2024-09-11,SPC - 2024-09-11 00:00:00 - Bearish Close: 545.0 - RSI: 33.19
ACLBSL,2024-09-11,ACLBSL - 2024-09-11 00:00:00 - Bearish Close: 1077.1 - RSI: 45.00
KMCDB,2024-09-11,KMCDB - 2024-09-11 00:00:00 - Bullish Close: 1119.9 - RSI: 49.35
HDL,2024-09-10,HDL - 2024-09-10 00:00:00 - Bearish Close: 1330.2 - RSI: 24.27
KMCDB,2024-09-10,KMCDB - 2024-09-10 00:00:00 - Bearish Close: 1050.0 - RSI: 38.11
NYADI,2024-09-10,NYADI - 2024-09-10 00:00:00 - Bearish Close: 344.0 - RSI: 37.13
VLUCL,2024-09-09,VLUCL - 2024-09-09 00:00:00 - Bearish Close: 618.0 - RSI: 28.44
MANDU,2024-09-09,MANDU - 2024-09-09 00:00:00 - Bearish Close: 999.0 - RSI: 12.59
TVCL,2024-09-09,TVCL - 2024-09-09 00:00:00 - Bearish Close: 484.8 - RSI: 34.69
GLBSL,2024-09-08,GLBSL - 2024-09-08 00:00:00 - Bullish Close: 1980.0 - RSI: 61.15
KDL,2024-09-08,KDL - 2024-09-08 00:00:00 - Bearish Close: 1130.0 - RSI: 28.44
NTC,2024-09-05,NTC - 2024-09-05 00:00:00 - Bearish Close: 995.0 - RSI: 26.13
DLBS,2024-09-05,DLBS - 2024-09-05 00:00:00 - Bullish Close: 1442.0 - RSI: 50.30
GVL,2024-09-05,GVL - 2024-09-05 00:00:00 - Bearish Close: 522.0 - RSI: 17.20
LLBS,2024-09-05,LLBS - 2024-09-05 00:00:00 - Bearish Close: 1170.0 - RSI: 45.90
SWMF,2024-09-02,SWMF - 2024-09-02 00:00:00 - Bearish Close: 864.0 - RSI: 12.50
SMATA,2024-09-02,SMATA - 2024-09-02 00:00:00 - Bearish Close: 952.0 - RSI: 41.62
GILB,2024-09-01,GILB - 2024-09-01 00:00:00 - Bearish Close: 1295.0 - RSI: 35.27
MKJC,2024-09-01,MKJC - 2024-09-01 00:00:00 - Bearish Close: 507.0 - RSI: 13.04
CYCL,2024-08-29,CYCL - 2024-08-29 00:00:00 - Bearish Close: 1495.0 - RSI: 43.67
DLBS,2024-08-29,DLBS - 2024-08-29 00:00:00 - Bearish Close: 1254.0 - RSI: 45.30
BNHC,2024-08-28,BNHC - 2024-08-28 00:00:00 - Bearish Close: 561.0 - RSI: 32.85
SPIL,2024-08-28,SPIL - 2024-08-28 00:00:00 - Bearish Close: 882.0 - RSI: 36.08
MHCL,2024-08-28,MHCL - 2024-08-28 00:00:00 - Bearish Close: 409.0 - RSI: 38.06
VLBS,2024-08-27,VLBS - 2024-08-27 00:00:00 - Bearish Close: 931.0 - RSI: 28.57
TPC,2024-08-25,TPC - 2024-08-25 00:00:00 - Bearish Close: 482.0 - RSI: 26.19
GLBSL,2024-08-22,GLBSL - 2024-08-22 00:00:00 - Bearish Close: 1760.0 - RSI: 26.97
GBLBS,2024-08-21,GBLBS - 2024-08-21 00:00:00 - Bearish Close: 835.0 - RSI: nan
NICD88,2024-08-18,NICD88 - 2024-08-18 00:00:00 - Bullish Close: 990.0 - RSI: 59.62
RBBD83,2024-08-15,RBBD83 - 2024-08-15 00:00:00 - Bullish Close: 1005.0 - RSI: 70.24
GMFBS,2024-08-15,GMFBS - 2024-08-15 00:00:00 - Bearish Close: 1590.0 - RSI: nan
AKJCL,2024-08-13,AKJCL - 2024-08-13 00:00:00 - Bullish Close: 246.7 - RSI: 72.47
HLBSL,2024-08-13,HLBSL - 2024-08-13 00:00:00 - Bearish Close: 1068.9 - RSI: 33.02
ILBS,2024-08-08,ILBS - 2024-08-08 00:00:00 - Bearish Close: 1148.9 - RSI: 38.15
NABILD87,2024-08-08,NABILD87 - 2024-08-08 00:00:00 - Bullish Close: 1019.0 - RSI: 52.50
NABILD87,2024-08-07,NABILD87 - 2024-08-07 00:00:00 - Bearish Close: 999.6 - RSI: 46.76
CIZBD90,2024-08-01,CIZBD90 - 2024-08-01 00:00:00 - Bullish Close: 1041.0 - RSI: 48.36
PPL,2024-07-22,PPL - 2024-07-22 00:00:00 - Bullish Close: 523.9 - RSI: 74.78
JOSHI,2024-07-22,JOSHI - 2024-07-22 00:00:00 - Bullish Close: 324.0 - RSI: 72.35
SNLI,2024-07-21,SNLI - 2024-07-21 00:00:00 - Bullish Close: 543.1 - RSI: 80.48
CIZBD90,2024-07-21,CIZBD90 - 2024-07-21 00:00:00 - Bearish Close: 1002.0 - RSI: 45.08
HDL,2024-07-21,HDL - 2024-07-21 00:00:00 - Bullish Close: 1519.0 - RSI: 93.85
SJLIC,2024-07-21,SJLIC - 2024-07-21 00:00:00 - Bullish Close: 462.6 - RSI: 88.56
