Symbol,Date,Signal,Close
NHPC,2025-12-02,Sell,191.9
SJCL,2025-12-02,Buy,300.0
AKJCL,2025-12-02,Sell,188.3
AKPL,2025-12-02,Sell,243.0
NLICL,2025-12-02,Sell,612.5
BFC,2025-12-02,Buy,475.3
CGH,2025-12-01,Sell,868.3
LEC,2025-12-01,Sell,193.3
HPPL,2025-12-01,Buy,489.0
NYADI,2025-12-01,Sell,395.2
HURJA,2025-12-01,Sell,227.1
NIFRA,2025-12-01,Sell,272.5
MKJC,2025-12-01,Sell,540.0
MDB,2025-12-01,Sell,562.0
SJCL,2025-12-01,Sell,287.0
SHEL,2025-12-01,Sell,290.1
GLH,2025-12-01,Sell,257.5
GHL,2025-12-01,Sell,215.0
UPCL,2025-12-01,Sell,366.5
GMFIL,2025-12-01,Buy,470.0
PPCL,2025-12-01,Sell,332.8
MNBBL,2025-12-01,Sell,353.2
RLFL,2025-11-30,Sell,424.0
SAPDBL,2025-11-30,Sell,809.5
MHNL,2025-11-30,Sell,252.8
GUFL,2025-11-30,Sell,507.0
GMFIL,2025-11-30,Sell,450.8
EDBL,2025-11-30,Sell,587.0
PROFL,2025-11-30,Sell,460.0
ADBL,2025-11-30,Sell,307.0
JOSHI,2025-11-30,Sell,319.0
SPDL,2025-11-30,Sell,418.0
SSHL,2025-11-30,Sell,166.0
PFL,2025-11-30,Sell,379.0
BARUN,2025-11-30,Sell,333.9
SHINE,2025-11-30,Sell,400.0
KKHC,2025-11-30,Sell,248.0
BPCL,2025-11-30,Sell,720.4
BFC,2025-11-27,Sell,472.9
LBBL,2025-11-27,Sell,457.0
KPCL,2025-11-27,Sell,553.0
SFCL,2025-11-27,Sell,396.0
MKJC,2025-11-27,Buy,552.0
RADHI,2025-11-27,Sell,744.9
JFL,2025-11-27,Sell,427.0
SFCL,2025-11-26,Buy,400.0
NRN,2025-11-26,Sell,1935.1
NRN,2025-11-25,Buy,1978.0
GBIME,2025-11-25,Buy,228.8
KPCL,2025-11-25,Buy,560.0
JFL,2025-11-25,Buy,435.0
GMFIL,2025-11-25,Buy,453.9
OHL,2025-11-25,Buy,700.9
TRH,2025-11-25,Buy,718.0
CZBIL,2025-11-25,Buy,194.9
PRVU,2025-11-24,Buy,192.6
BFC,2025-11-24,Buy,477.5
PROFL,2025-11-24,Buy,474.5
PFL,2025-11-24,Buy,388.0
CFCL,2025-11-24,Buy,485.1
SSHL,2025-11-24,Buy,168.9
SBL,2025-11-24,Buy,339.6
ALICL,2025-11-24,Buy,493.8
NBL,2025-11-24,Buy,245.0
KBL,2025-11-24,Buy,185.5
RHPL,2025-11-24,Buy,269.8
EDBL,2025-11-24,Buy,600.2
MNBBL,2025-11-24,Buy,358.5
HBL,2025-11-24,Buy,192.9
SANIMA,2025-11-24,Buy,308.5
GBBL,2025-11-24,Buy,388.6
RLFL,2025-11-24,Buy,442.0
GUFL,2025-11-24,Buy,517.5
SBI,2025-11-24,Buy,395.9
CGH,2025-11-24,Buy,880.2
NICA,2025-11-24,Buy,316.9
UPPER,2025-11-23,Buy,179.0
MLBL,2025-11-23,Buy,384.8
NLIC,2025-11-23,Buy,830.0
SHL,2025-11-23,Sell,471.9
SHEL,2025-11-23,Buy,294.7
GFCL,2025-11-23,Buy,588.0
SHINE,2025-11-23,Buy,413.5
MFIL,2025-11-23,Buy,587.0
JBBL,2025-11-23,Buy,321.0
ADBL,2025-11-23,Buy,316.0
NMB,2025-11-23,Buy,243.0
CHDC,2025-11-23,Buy,2296.9
RADHI,2025-11-23,Buy,769.0
CHCL,2025-11-23,Buy,490.7
AKPL,2025-11-23,Buy,247.0
UPCL,2025-11-23,Buy,372.0
MDB,2025-11-23,Buy,571.0
NABIL,2025-11-23,Buy,509.5
GLH,2025-11-23,Buy,260.1
SIFC,2025-11-23,Buy,494.9
LBBL,2025-11-23,Buy,466.0
MBL,2025-11-23,Buy,216.0
AKJCL,2025-11-23,Buy,192.9
LEC,2025-11-23,Buy,197.0
SAHAS,2025-11-23,Sell,562.1
ICFC,2025-11-23,Buy,633.9
BPCL,2025-11-23,Buy,735.0
HDHPC,2025-11-23,Buy,176.0
AHPC,2025-11-23,Buy,281.9
LICN,2025-11-23,Buy,879.8
NHPC,2025-11-23,Buy,193.7
GHL,2025-11-23,Buy,218.3
HIDCL,2025-11-23,Buy,271.4
NLICL,2025-11-23,Buy,618.0
NGPL,2025-11-20,Buy,376.0
SJCL,2025-11-20,Buy,284.7
AHPC,2025-11-20,Sell,276.4
HIDCL,2025-11-20,Sell,262.9
CORBL,2025-11-20,Sell,1680.0
MLBL,2025-11-20,Sell,377.0
SCB,2025-11-20,Buy,637.0
SBI,2025-11-20,Sell,391.0
NFS,2025-11-20,Sell,640.0
GLH,2025-11-20,Sell,254.1
UMRH,2025-11-19,Buy,552.0
NLIC,2025-11-19,Sell,799.0
ADBL,2025-11-19,Sell,312.8
LICN,2025-11-19,Sell,846.0
KPCL,2025-11-19,Sell,554.0
SHPC,2025-11-19,Buy,504.9
SIFC,2025-11-19,Sell,489.8
AHPC,2025-11-19,Buy,281.0
GHL,2025-11-19,Sell,213.0
SJCL,2025-11-19,Sell,282.4
SBI,2025-11-19,Buy,394.7
UNHPL,2025-11-19,Sell,514.9
HIDCL,2025-11-18,Buy,267.7
DHPL,2025-11-18,Buy,299.0
SPDL,2025-11-18,Buy,419.9
ADBL,2025-11-18,Buy,314.5
NLIC,2025-11-18,Buy,809.9
NHDL,2025-11-18,Buy,697.0
SPC,2025-11-18,Buy,465.0
GLH,2025-11-18,Buy,259.6
HPPL,2025-11-18,Sell,476.0
UMHL,2025-11-18,Buy,533.0
PMHPL,2025-11-18,Buy,334.0
MHNL,2025-11-18,Buy,255.5
API,2025-11-18,Buy,282.0
GHL,2025-11-18,Buy,215.9
KSBBL,2025-11-18,Buy,429.2
SADBL,2025-11-18,Buy,398.5
SIFC,2025-11-18,Buy,493.7
SJCL,2025-11-18,Buy,284.8
KKHC,2025-11-18,Buy,253.0
SINDU,2025-11-18,Buy,709.0
MPFL,2025-11-18,Buy,540.0
MLBL,2025-11-18,Buy,383.9
KPCL,2025-11-18,Buy,563.8
NYADI,2025-11-18,Buy,404.9
SHL,2025-11-17,Buy,543.0
CHL,2025-11-17,Buy,256.0
CORBL,2025-11-17,Buy,1823.0
NIFRA,2025-11-17,Buy,269.0
EBL,2025-11-17,Buy,635.0
SJCL,2025-11-17,Sell,281.0
SAPDBL,2025-11-17,Buy,825.0
GRDBL,2025-11-17,Buy,1090.0
HURJA,2025-11-17,Buy,224.2
BFC,2025-11-17,Sell,465.0
NABBC,2025-11-17,Buy,795.6
NFS,2025-11-17,Buy,664.0
RURU,2025-11-17,Sell,751.0
LICN,2025-11-17,Buy,854.0
SHL,2025-11-16,Sell,536.0
SCB,2025-11-16,Sell,632.1
NABBC,2025-11-16,Sell,775.0
EBL,2025-11-13,Sell,631.0
JOSHI,2025-11-13,Buy,316.9
OHL,2025-11-13,Sell,698.7
UNHPL,2025-11-13,Buy,525.0
LICN,2025-11-13,Sell,846.0
PCBL,2025-11-13,Buy,247.3
HPPL,2025-11-13,Buy,499.0
UNHPL,2025-11-12,Sell,520.9
GUFL,2025-11-12,Sell,503.0
SIFC,2025-11-12,Sell,490.0
RADHI,2025-11-12,Sell,745.0
NLIC,2025-11-12,Sell,798.0
NRN,2025-11-12,Sell,1995.0
EBL,2025-11-12,Buy,634.0
SPDL,2025-11-12,Sell,406.0
MPFL,2025-11-12,Sell,531.1
PCBL,2025-11-12,Sell,240.2
RHPL,2025-11-12,Sell,266.0
NLICL,2025-11-12,Sell,603.0
CFCL,2025-11-11,Sell,485.6
LICN,2025-11-11,Buy,855.0
GFCL,2025-11-11,Sell,588.7
JOSHI,2025-11-11,Sell,304.6
RLFL,2025-11-11,Sell,431.9
SIFC,2025-11-11,Buy,493.5
PFL,2025-11-11,Sell,385.5
PROFL,2025-11-11,Sell,460.3
NFS,2025-11-11,Sell,644.5
RHPL,2025-11-11,Buy,273.0
NLICL,2025-11-11,Buy,613.0
CGH,2025-11-11,Sell,878.0
GMFIL,2025-11-11,Sell,453.5
CHDC,2025-11-11,Sell,2297.0
SJCL,2025-11-11,Buy,285.7
SBI,2025-11-10,Sell,390.0
ICFC,2025-11-10,Sell,627.9
BPCL,2025-11-10,Sell,737.0
MDB,2025-11-10,Sell,560.3
LICN,2025-11-10,Sell,840.2
NHDL,2025-11-10,Sell,674.0
SIFC,2025-11-10,Sell,490.0
UPCL,2025-11-10,Sell,366.0
GHL,2025-11-10,Sell,214.0
MFIL,2025-11-10,Sell,584.0
MLBL,2025-11-10,Sell,378.0
SFCL,2025-11-10,Sell,404.7
JFL,2025-11-10,Sell,436.0
ADBL,2025-11-10,Sell,312.6
SHINE,2025-11-10,Sell,406.0
NICA,2025-11-09,Sell,316.2
JBBL,2025-11-09,Sell,318.0
CHL,2025-11-09,Sell,246.0
ALICL,2025-11-09,Sell,468.2
MKJC,2025-11-09,Sell,564.8
NHPC,2025-11-09,Sell,191.0
NGPL,2025-11-09,Sell,374.0
NIFRA,2025-11-09,Sell,265.0
GLH,2025-11-09,Sell,254.9
AKPL,2025-11-09,Sell,244.0
PMHPL,2025-11-09,Sell,321.0
GRDBL,2025-11-09,Sell,1039.0
NLICL,2025-11-09,Sell,600.0
SHEL,2025-11-09,Sell,284.0
SINDU,2025-11-09,Sell,701.0
DHPL,2025-11-09,Sell,287.0
HURJA,2025-11-09,Sell,220.0
MBL,2025-11-09,Sell,210.1
HBL,2025-11-09,Sell,193.5
LEC,2025-11-09,Sell,197.9
AHPC,2025-11-09,Sell,282.0
KKHC,2025-11-09,Sell,245.0
HDHPC,2025-11-09,Sell,175.0
NBL,2025-11-09,Sell,244.0
HIDCL,2025-11-09,Sell,264.9
NMB,2025-11-09,Sell,235.4
SADBL,2025-11-09,Sell,396.9
EDBL,2025-11-09,Sell,593.0
LBBL,2025-11-09,Sell,464.0
MHNL,2025-11-09,Sell,243.9
NYADI,2025-11-09,Sell,390.0
KPCL,2025-11-06,Sell,560.0
UMHL,2025-11-06,Sell,528.0
KSBBL,2025-11-06,Sell,429.8
KBL,2025-11-06,Sell,185.4
AKJCL,2025-11-06,Sell,190.4
DHPL,2025-11-06,Buy,293.5
SINDU,2025-11-06,Buy,714.9
SHPC,2025-11-06,Sell,504.7
SANIMA,2025-11-06,Sell,316.0
UMRH,2025-11-06,Sell,553.0
SJCL,2025-11-06,Sell,276.0
RHPL,2025-11-06,Sell,268.1
CHCL,2025-11-06,Sell,490.0
API,2025-11-06,Sell,279.0
NABIL,2025-11-06,Sell,507.3
SINDU,2025-11-05,Sell,710.0
SPC,2025-11-05,Sell,461.2
GRDBL,2025-11-05,Buy,1058.0
SSHL,2025-11-05,Sell,171.3
DHPL,2025-11-05,Sell,291.0
SAPDBL,2025-11-04,Sell,809.0
PRVU,2025-11-04,Sell,199.1
GRDBL,2025-11-04,Sell,1045.0
HPPL,2025-11-04,Sell,490.0
GBBL,2025-11-04,Sell,392.1
UPPER,2025-11-04,Sell,178.0
GBIME,2025-11-03,Sell,233.4
SBL,2025-11-03,Sell,345.0
NABIL,2025-11-03,Buy,513.1
CZBIL,2025-11-03,Sell,202.0
MBL,2025-11-02,Buy,217.0
MKJC,2025-11-02,Buy,594.0
MFIL,2025-11-02,Buy,603.0
SFCL,2025-11-02,Buy,413.0
GUFL,2025-11-02,Buy,528.0
UPPER,2025-11-02,Buy,182.5
GFCL,2025-11-02,Buy,597.0
RHPL,2025-11-02,Buy,273.6
SJCL,2025-11-02,Buy,285.0
NICA,2025-11-02,Buy,323.9
JFL,2025-11-02,Buy,448.0
MPFL,2025-11-02,Buy,549.0
PMHPL,2025-11-02,Buy,354.2
RLFL,2025-10-30,Buy,422.9
BFC,2025-10-30,Buy,451.0
SSHL,2025-10-30,Buy,173.0
CFCL,2025-10-30,Buy,479.0
PPCL,2025-10-30,Buy,309.5
TPC,2025-10-30,Buy,304.0
MDB,2025-10-30,Buy,572.0
GRDBL,2025-10-30,Buy,1056.0
GMFIL,2025-10-30,Buy,437.8
CGH,2025-10-30,Buy,868.0
AKPL,2025-10-30,Buy,247.5
ICFC,2025-10-30,Buy,630.0
RURU,2025-10-30,Buy,720.9
KSBBL,2025-10-30,Buy,438.0
PFL,2025-10-30,Buy,387.0
SHINE,2025-10-30,Buy,410.0
SIFC,2025-10-30,Buy,482.1
SANIMA,2025-10-30,Buy,318.9
BARUN,2025-10-29,Buy,317.0
GRDBL,2025-10-29,Sell,1050.0
JBBL,2025-10-29,Buy,317.9
CHCL,2025-10-29,Buy,489.0
HURJA,2025-10-29,Buy,216.0
MHNL,2025-10-29,Buy,244.5
NYADI,2025-10-29,Buy,421.0
CHL,2025-10-29,Buy,241.0
HDHPC,2025-10-29,Buy,176.7
PCBL,2025-10-29,Buy,239.2
GBBL,2025-10-29,Buy,415.0
KKHC,2025-10-29,Buy,257.4
NHPC,2025-10-29,Buy,192.0
SINDU,2025-10-29,Buy,720.0
AHPC,2025-10-29,Buy,281.0
NGPL,2025-10-29,Buy,380.0
KBL,2025-10-29,Buy,185.8
SPC,2025-10-29,Buy,469.9
DHPL,2025-10-29,Buy,291.4
PROFL,2025-10-29,Buy,456.0
LEC,2025-10-29,Buy,199.0
UPCL,2025-10-29,Buy,363.5
GHL,2025-10-29,Buy,210.9
NLIC,2025-10-28,Buy,780.0
UMHL,2025-10-28,Buy,528.8
GRDBL,2025-10-28,Buy,1076.0
NBL,2025-10-28,Buy,248.0
AKJCL,2025-10-28,Buy,193.8
UMRH,2025-10-28,Buy,568.0
NIFRA,2025-10-28,Buy,269.9
BPCL,2025-10-28,Buy,739.0
SAHAS,2025-10-28,Buy,647.0
NFS,2025-10-28,Buy,631.3
SPDL,2025-10-28,Buy,401.9
SAPDBL,2025-10-28,Buy,832.9
API,2025-10-28,Buy,282.0
NMB,2025-10-28,Buy,242.0
MLBL,2025-10-28,Buy,383.6
RADHI,2025-10-28,Buy,723.0
SHPC,2025-10-28,Buy,510.0
OHL,2025-10-28,Buy,708.8
HIDCL,2025-10-28,Buy,267.5
ALICL,2025-10-28,Buy,463.1
JOSHI,2025-10-28,Buy,304.9
SADBL,2025-10-28,Buy,405.0
NRN,2025-10-28,Buy,1980.0
PRVU,2025-10-28,Buy,203.0
LICN,2025-10-28,Buy,833.0
GBIME,2025-10-28,Buy,243.8
MEN,2025-10-28,Buy,617.9
GLH,2025-10-28,Buy,260.0
ADBL,2025-10-28,Buy,315.0
CHDC,2025-10-28,Buy,2267.0
LBBL,2025-10-28,Buy,491.0
NABBC,2025-10-28,Buy,749.0
SHL,2025-10-28,Buy,518.9
EDBL,2025-10-28,Buy,618.0
SBL,2025-10-28,Buy,361.1
KPCL,2025-10-28,Buy,583.1
SHEL,2025-10-28,Buy,290.0
NHDL,2025-10-28,Buy,678.1
HBL,2025-10-26,Buy,198.7
NLICL,2025-10-26,Buy,590.0
UNHPL,2025-10-19,Buy,498.0
SBI,2025-10-19,Buy,389.9
CZBIL,2025-10-19,Buy,206.5
SCB,2025-10-19,Buy,629.0
HPPL,2025-10-16,Buy,465.0
SAPDBL,2025-10-15,Sell,808.9
GRDBL,2025-10-15,Sell,1040.0
DHPL,2025-10-15,Sell,287.0
GRDBL,2025-10-14,Buy,1095.0
UNHPL,2025-10-14,Sell,469.0
RURU,2025-10-13,Sell,720.0
DHPL,2025-10-13,Buy,300.9
SAPDBL,2025-10-13,Buy,827.1
CZBIL,2025-10-12,Sell,203.7
NBL,2025-10-12,Sell,244.0
SPDL,2025-10-12,Sell,387.0
SAPDBL,2025-10-12,Sell,810.0
GLH,2025-10-12,Sell,257.0
NABIL,2025-10-12,Sell,510.5
SINDU,2025-10-12,Sell,709.0
JOSHI,2025-10-12,Sell,298.0
SAPDBL,2025-10-09,Buy,833.0
NABIL,2025-10-09,Buy,519.9
SINDU,2025-10-09,Buy,731.0
MKJC,2025-10-09,Sell,586.0
HBL,2025-10-08,Sell,198.0
GBBL,2025-10-08,Sell,417.1
NABIL,2025-10-08,Sell,514.0
MLBL,2025-10-08,Sell,379.9
API,2025-10-08,Sell,280.0
GFCL,2025-10-08,Sell,600.1
AHPC,2025-10-08,Sell,281.6
KPCL,2025-10-08,Sell,571.0
MNBBL,2025-10-08,Sell,442.5
CHL,2025-10-08,Sell,249.9
SINDU,2025-10-08,Sell,703.0
JFL,2025-10-08,Sell,440.0
SJCL,2025-10-08,Sell,291.9
PRVU,2025-10-08,Sell,203.0
MEN,2025-10-08,Sell,616.0
NLICL,2025-10-08,Sell,578.0
GBIME,2025-10-08,Sell,241.0
EBL,2025-10-08,Sell,710.6
SAPDBL,2025-10-08,Sell,805.0
CHCL,2025-10-08,Sell,490.0
KKHC,2025-10-08,Sell,233.0
NLIC,2025-10-08,Sell,758.3
SAHAS,2025-10-08,Sell,620.1
NGPL,2025-10-08,Sell,380.0
HDHPC,2025-10-07,Sell,179.6
NHDL,2025-10-07,Sell,681.0
NMB,2025-10-07,Sell,243.4
LICN,2025-10-07,Sell,833.9
CFCL,2025-10-07,Sell,490.0
CORBL,2025-10-07,Sell,1885.0
NYADI,2025-10-07,Sell,395.0
PPCL,2025-10-07,Sell,318.2
DHPL,2025-10-07,Sell,291.0
NHPC,2025-10-07,Sell,196.1
BFC,2025-10-07,Sell,459.8
SPC,2025-10-07,Sell,485.1
EDBL,2025-10-07,Sell,597.0
JBBL,2025-10-07,Sell,322.9
SSHL,2025-10-07,Sell,176.0
NABBC,2025-10-07,Sell,753.0
PFL,2025-10-07,Sell,395.0
SIFC,2025-10-07,Sell,507.0
GHL,2025-10-07,Sell,220.0
UMRH,2025-10-07,Sell,580.0
EBL,2025-10-07,Buy,720.0
SBI,2025-10-07,Sell,384.0
ICFC,2025-10-07,Sell,650.0
UPPER,2025-10-07,Sell,185.1
GMFIL,2025-10-07,Sell,464.0
AKPL,2025-10-07,Sell,252.9
NGPL,2025-10-07,Buy,393.0
SHINE,2025-10-07,Sell,415.8
PROFL,2025-10-07,Sell,480.0
GRDBL,2025-10-07,Sell,1055.0
BARUN,2025-10-07,Sell,326.5
AKJCL,2025-10-07,Sell,192.9
HURJA,2025-10-07,Sell,222.9
PCBL,2025-10-07,Sell,246.0
NIFRA,2025-10-07,Sell,269.5
MDB,2025-10-07,Sell,590.0
PRVU,2025-09-28,Buy,207.9
JBBL,2025-09-28,Buy,331.0
HURJA,2025-09-28,Buy,230.2
NIFRA,2025-09-28,Buy,275.0
PCBL,2025-09-28,Buy,253.0
MLBL,2025-09-28,Buy,392.7
CHCL,2025-09-28,Buy,503.0
CZBIL,2025-09-28,Buy,210.0
BARUN,2025-09-28,Buy,337.0
NMB,2025-09-28,Buy,248.5
BFC,2025-09-28,Buy,471.0
HBL,2025-09-28,Buy,203.8
SPDL,2025-09-28,Buy,402.0
SJCL,2025-09-28,Buy,299.9
TPC,2025-09-28,Sell,335.9
LICN,2025-09-28,Buy,840.0
DHPL,2025-09-28,Buy,300.0
GBIME,2025-09-25,Buy,247.0
DHPL,2025-09-25,Sell,296.0
AKJCL,2025-09-25,Buy,195.0
MHNL,2025-09-25,Sell,246.5
UPCL,2025-09-25,Sell,382.1
NHPC,2025-09-25,Buy,200.0
JBBL,2025-09-25,Sell,327.3
GHL,2025-09-25,Buy,226.0
RADHI,2025-09-25,Sell,746.0
NFS,2025-09-25,Sell,646.0
DHPL,2025-09-24,Buy,300.0
JBBL,2025-09-24,Buy,328.9
NBL,2025-09-24,Buy,249.0
SPC,2025-09-24,Buy,514.0
NABIL,2025-09-24,Buy,522.0
RADHI,2025-09-24,Buy,755.0
NABBC,2025-09-24,Buy,820.0
MDB,2025-09-24,Buy,612.0
API,2025-09-24,Buy,288.0
JFL,2025-09-24,Buy,452.0
EDBL,2025-09-24,Buy,634.0
SHINE,2025-09-24,Buy,419.9
CHL,2025-09-24,Buy,258.7
NLIC,2025-09-24,Buy,769.0
MHNL,2025-09-24,Buy,253.8
GLH,2025-09-24,Buy,258.0
NLICL,2025-09-24,Buy,590.0
HURJA,2025-09-24,Sell,225.6
HDHPC,2025-09-24,Buy,188.0
RURU,2025-09-24,Buy,720.0
SSHL,2025-09-23,Buy,187.6
NHDL,2025-09-23,Buy,711.9
MKJC,2025-09-23,Buy,599.0
