Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
ALICL,2026-03-23,505.0,505.0,492.0,496.0,-1.78,103823.0,779.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALICL,2026-03-22,486.0,505.0,484.0,499.0,2.67,172859.0,779.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANLB,2026-03-24,6560.0,6587.0,6460.2,6587.0,0.41,351.0,6800.0,4920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANLB,2026-03-23,6448.4,6597.0,6438.6,6564.0,1.79,552.0,6800.0,4920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANLB,2026-03-22,6500.0,6624.0,6370.0,6580.0,1.23,314.0,6800.0,4920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,2026-03-24,354.0,367.9,351.0,361.4,2.09,1601369.0,367.9,258.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,2026-03-23,343.0,349.5,337.7,348.0,1.46,799386.0,355.0,258.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,2026-03-22,348.0,351.2,339.2,343.5,-1.29,1005619.0,355.0,258.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVYAN,2026-03-24,1254.4,1365.7,1230.0,1365.7,8.87,32098.0,1365.7,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVYAN,2026-03-23,1231.9,1304.9,1161.0,1280.0,3.9,53054.0,1304.9,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVYAN,2026-03-22,1119.0,1207.8,1098.0,1207.8,7.94,57648.0,1225.0,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDIPUR,2026-03-24,944.9,955.0,937.0,949.0,0.43,50303.0,1233.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDIPUR,2026-03-23,950.0,970.0,940.0,944.9,-0.54,85731.0,1233.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDIPUR,2026-03-22,943.0,973.9,943.0,959.0,1.7,121031.0,1233.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARUN,2026-03-24,391.0,395.0,385.0,389.0,-0.51,148706.0,589.0,292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARUN,2026-03-23,392.0,392.0,382.1,389.8,-0.56,167200.0,589.0,292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARUN,2026-03-22,400.0,400.0,383.0,390.0,-2.5,370739.0,589.0,292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC,2026-03-24,4887.9,5303.0,4850.0,5299.0,8.41,5425.0,6661.6,4480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC,2026-03-23,4939.9,4939.9,4800.0,4821.0,-2.41,593.0,6661.6,4480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC,2026-03-22,4870.0,4900.0,4851.1,4851.1,-0.39,594.0,6661.6,4480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,2026-03-24,534.0,538.9,527.6,533.0,-0.19,13192.0,872.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,2026-03-23,543.0,543.0,529.0,534.0,-1.66,7114.0,872.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,2026-03-22,533.5,544.0,525.0,537.4,0.73,29570.0,872.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFC,2026-03-24,520.0,524.0,508.0,519.9,-0.02,34784.0,594.9,411.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFC,2026-03-23,520.0,520.0,507.0,514.9,-0.98,44766.0,594.9,411.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFC,2026-03-22,505.0,519.0,501.0,518.8,2.73,76231.0,594.9,411.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGWT,2026-03-24,775.0,785.0,770.0,785.0,1.29,9078.0,1110.0,730.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGWT,2026-03-23,767.1,777.0,765.0,775.0,1.03,9797.0,1110.0,730.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGWT,2026-03-22,777.9,783.0,767.0,767.0,-1.4,9100.0,1110.0,730.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHCL,2026-03-24,590.0,606.8,590.0,602.0,2.03,56312.0,699.0,292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHCL,2026-03-23,578.1,591.0,578.1,590.0,2.06,46679.0,699.0,292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHCL,2026-03-22,592.5,595.0,585.0,588.0,-0.76,55472.0,699.0,292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHDC,2026-03-24,514.0,514.0,500.2,505.0,-1.75,31699.0,706.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHDC,2026-03-23,507.0,507.0,498.0,504.0,-0.59,43718.0,706.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHDC,2026-03-22,515.0,515.0,502.1,507.0,-1.55,69186.0,706.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHL,2026-03-24,255.0,259.0,253.0,254.8,-0.08,420044.0,344.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHL,2026-03-23,259.0,259.0,249.0,255.6,-1.31,697495.0,344.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHL,2026-03-22,260.0,260.0,249.0,254.0,-2.31,1621398.0,344.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPL,2026-03-24,611.4,611.4,596.0,598.0,-2.19,30727.0,1308.4,503.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPL,2026-03-23,616.0,616.0,591.0,599.5,-2.68,41796.0,1308.4,503.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHPL,2026-03-22,619.1,619.1,592.1,604.0,-2.44,86460.0,1308.4,503.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJHL,2026-03-24,323.5,359.4,323.5,359.4,11.1,120.0,359.4,270.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJHL,2026-03-23,294.1,326.8,294.1,326.8,11.12,160.0,326.8,270.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJHL,2026-03-22,270.1,297.1,270.1,297.1,10.0,80.0,297.1,270.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNHC,2026-03-24,380.0,380.0,372.1,374.9,-1.34,28306.0,613.8,313.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNHC,2026-03-23,372.2,377.4,366.0,375.0,0.75,31266.0,613.8,313.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNHC,2026-03-22,384.5,384.5,372.0,372.2,-3.2,54080.0,613.8,313.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNL,2026-03-24,15490.0,15600.0,15490.0,15600.0,0.71,70.0,19931.69,14635.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNL,2026-03-23,15300.0,15300.0,15300.0,15300.0,0.0,10.0,20338.4,14635.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNL,2026-03-22,15500.0,15500.0,15500.0,15500.0,0.0,10.0,20338.4,14635.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNT,2026-03-24,11920.1,12100.0,11920.1,12100.0,1.51,100.0,13550.0,10660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNT,2026-03-23,12000.0,12150.0,11805.1,12150.0,1.25,137.0,13550.0,10660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNT,2026-03-22,11900.0,12000.0,11900.0,12000.0,0.84,141.0,13550.0,10660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOKD86,2026-03-24,1072.1,1072.1,1072.1,1072.1,0.0,25.0,1139.3,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOKD86,2026-03-23,1090.8,1090.8,1090.8,1090.8,0.0,25.0,1139.3,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,2026-03-24,761.4,761.4,737.0,752.8,-1.13,136394.0,1065.0,380.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,2026-03-23,764.8,764.8,735.1,746.5,-2.39,81870.0,1065.0,380.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,2026-03-22,767.0,767.0,742.0,749.9,-2.23,64906.0,1065.0,380.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNGAL,2026-03-24,650.0,660.9,647.1,655.9,0.91,20475.0,822.0,302.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNGAL,2026-03-23,649.0,657.8,645.0,652.0,0.46,29163.0,822.0,302.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNGAL,2026-03-22,656.9,657.9,645.0,650.0,-1.05,28819.0,822.0,302.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30MF,2026-03-24,10.4,10.4,10.12,10.24,-1.54,12200.0,10.71,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30MF,2026-03-23,10.21,10.35,10.15,10.2,-0.1,502400.0,10.71,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30MF,2026-03-22,10.05,10.3,10.05,10.21,1.59,23500.0,10.71,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,2026-03-24,953.5,971.0,950.0,969.9,1.72,53747.0,1144.8,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,2026-03-23,980.0,980.0,959.0,969.0,-1.12,60242.0,1144.8,821.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,2026-03-22,948.0,972.0,940.0,969.0,2.22,102139.0,1144.8,821.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,2026-03-24,580.0,580.0,568.1,577.0,-0.52,35597.0,651.0,445.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,2026-03-23,584.0,584.0,565.0,572.0,-2.05,26137.0,651.0,445.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,2026-03-22,573.0,584.0,570.0,573.0,0.0,49092.0,651.0,445.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGH,2026-03-24,885.0,899.7,879.0,887.0,0.23,37467.0,1150.0,800.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGH,2026-03-23,899.0,903.0,884.0,888.0,-1.22,33863.0,1150.0,800.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGH,2026-03-22,862.2,901.0,862.2,901.0,4.5,60469.0,1150.0,800.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCL,2026-03-24,510.0,516.0,505.1,514.0,0.78,112908.0,599.6,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCL,2026-03-23,500.0,515.0,500.0,510.5,2.1,120244.0,599.6,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCL,2026-03-22,517.0,517.0,507.3,508.0,-1.74,135827.0,599.6,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHDC,2026-03-24,2613.9,2614.0,2580.0,2595.0,-0.72,29677.0,2997.9,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHDC,2026-03-23,2530.0,2606.0,2521.5,2603.0,2.89,42924.0,2997.9,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHDC,2026-03-22,2580.0,2580.0,2515.0,2530.0,-1.94,32428.0,2997.9,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2026-03-24,320.0,326.9,318.0,324.0,1.25,104349.0,551.0,223.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2026-03-23,322.0,325.0,314.0,316.1,-1.83,69650.0,551.0,223.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2026-03-22,332.5,332.5,317.0,320.0,-3.76,197362.0,551.0,223.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIT,2026-03-24,1875.1,1900.0,1860.0,1888.0,0.69,21020.0,2168.0,1730.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIT,2026-03-23,1860.0,1873.0,1846.0,1873.0,0.7,16261.0,2168.0,1730.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIT,2026-03-22,1826.0,1864.0,1826.0,1856.1,1.65,22089.0,2168.0,1730.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY,2026-03-24,507.0,514.0,506.5,509.0,0.39,14787.0,998.4,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY,2026-03-23,515.0,515.0,500.0,511.1,-0.76,18426.0,998.4,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY,2026-03-22,514.0,524.2,505.0,519.0,0.97,33732.0,998.4,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,2026-03-24,702.0,722.2,700.0,706.0,0.57,11010.0,804.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,2026-03-23,715.9,730.0,701.7,715.0,-0.13,6670.0,804.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,2026-03-22,730.5,744.0,701.8,730.0,-0.07,11665.0,804.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLI,2026-03-24,496.0,500.0,491.0,498.0,0.4,39060.0,540.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLI,2026-03-23,503.0,511.0,496.1,500.0,-0.6,43211.0,540.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLI,2026-03-22,495.0,502.4,488.0,502.0,1.41,73644.0,540.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMF2,2026-03-24,10.3,10.5,10.3,10.31,0.1,11436.0,10.86,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMF2,2026-03-23,10.18,10.46,10.18,10.46,2.75,2598.0,10.86,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMF2,2026-03-22,10.1,10.42,10.1,10.31,2.08,12414.0,10.86,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,2026-03-24,2071.6,2263.3,1913.1,2219.0,7.12,47528.0,2800.0,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,2026-03-23,2120.0,2120.0,1941.3,2113.8,-0.29,37712.0,2800.0,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,2026-03-22,2000.1,2156.9,1930.7,2156.9,7.84,44644.0,2800.0,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREST,2026-03-24,1420.0,1420.0,1395.0,1410.0,-0.7,7382.0,2458.2,302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREST,2026-03-23,1403.0,1430.0,1401.2,1403.3,0.02,18592.0,2458.2,302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREST,2026-03-22,1425.0,1440.0,1416.0,1418.5,-0.46,25999.0,2458.2,302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSY,2026-03-24,9.34,9.6,9.34,9.6,2.78,8650.0,10.0,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSY,2026-03-23,9.6,9.72,9.25,9.51,-0.94,14762.0,10.0,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSY,2026-03-22,9.29,9.79,9.17,9.79,5.38,210730.0,10.0,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,2026-03-24,1612.1,1650.0,1612.1,1648.0,2.23,687.0,2040.0,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,2026-03-23,1681.0,1681.0,1613.0,1645.0,-2.14,3389.0,2040.0,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,2026-03-22,1637.0,1650.0,1606.5,1649.0,0.73,7476.0,2040.0,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZBIL,2026-03-24,227.4,236.5,227.0,232.5,2.24,320130.0,240.1,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZBIL,2026-03-23,230.3,238.0,227.0,232.0,0.74,451007.0,240.1,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZBIL,2026-03-22,230.0,238.6,228.0,235.0,2.17,399699.0,240.1,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDBL,2026-03-24,891.0,905.0,890.2,900.0,1.01,31542.0,1010.0,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDBL,2026-03-23,926.5,927.0,895.0,902.9,-2.55,49607.0,1010.0,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDBL,2026-03-22,885.0,915.0,885.0,914.9,3.38,70242.0,1010.0,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHEL,2026-03-24,703.0,707.7,698.0,705.0,0.28,28442.0,918.9,402.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHEL,2026-03-23,705.0,719.0,693.0,702.0,-0.43,40522.0,918.9,402.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHEL,2026-03-22,705.1,716.0,701.0,707.0,0.27,41639.0,918.9,402.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHPL,2026-03-24,332.3,340.0,327.0,340.0,2.32,57702.0,415.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHPL,2026-03-23,333.0,333.6,323.6,326.0,-2.1,28116.0,415.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHPL,2026-03-22,344.0,345.0,323.0,332.0,-3.49,35600.0,423.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLBS,2026-03-24,1420.0,1444.3,1416.0,1420.0,0.0,2386.0,1684.0,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLBS,2026-03-23,1405.0,1444.0,1405.0,1441.0,2.56,1921.0,1684.0,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
